no_of_children,no_of_week_nights,arrival_date,avg_price_per_room,booking_status
0.0,3.0,16.0,67.5,0.0
0.0,4.0,28.0,100.58,1.0
0.0,2.0,2.0,100.0,0.0
0.0,3.0,4.0,108.3,1.0
0.0,5.0,10.0,96.56,0.0
0.0,2.0,13.0,96.3,0.0
0.0,3.0,12.0,110.0,1.0
0.0,2.0,16.0,100.29,0.0
0.0,1.0,3.0,85.5,1.0
0.0,3.0,29.0,52.7,0.0
0.0,1.0,2.0,99.0,1.0
0.0,3.0,12.0,132.3,1.0
0.0,1.0,30.0,95.0,0.0
0.0,0.0,26.0,132.3,0.0
0.0,4.0,11.0,77.35,0.0
0.0,1.0,20.0,95.0,0.0
0.0,4.0,21.0,143.1,1.0
0.0,0.0,27.0,79.2,1.0
0.0,1.0,21.0,140.4,1.0
0.0,2.0,18.0,88.0,1.0
0.0,0.0,21.0,87.0,0.0
0.0,1.0,25.0,99.0,0.0
0.0,2.0,9.0,67.5,1.0
0.0,2.0,9.0,75.0,1.0
0.0,1.0,21.0,65.0,0.0
0.0,0.0,7.0,79.25,1.0
1.0,4.0,3.0,64.67,0.0
0.0,2.0,30.0,102.6,0.0
0.0,1.0,29.0,80.1,1.0
0.0,4.0,9.0,99.0,0.0
0.0,4.0,25.0,50.33,0.0
0.0,1.0,6.0,104.0,0.0
0.0,2.0,2.0,93.08,0.0
0.0,1.0,21.0,86.0,0.0
0.0,3.0,24.0,88.4,0.0
0.0,2.0,6.0,60.0,0.0
0.0,3.0,13.0,95.0,0.0
0.0,4.0,5.0,90.0,1.0
0.0,4.0,21.0,143.1,1.0
0.0,2.0,10.0,142.2,0.0
0.0,1.0,27.0,136.35,1.0
0.0,0.0,21.0,139.0,1.0
0.0,2.0,29.0,96.3,1.0
0.0,1.0,20.0,12.0,0.0
0.0,2.0,7.0,83.9,0.0
2.0,3.0,1.0,165.0,0.0
0.0,2.0,24.0,163.5,0.0
0.0,2.0,18.0,105.0,0.0
0.0,3.0,11.0,91.38,1.0
0.0,4.0,26.0,93.08,0.0
0.0,2.0,23.0,95.65,0.0
0.0,3.0,28.0,136.0,0.0
0.0,1.0,28.0,60.0,1.0
0.0,1.0,10.0,85.0,0.0
0.0,2.0,23.0,163.8,0.0
0.0,0.0,26.0,85.5,0.0
0.0,1.0,24.0,79.2,1.0
0.0,3.0,2.0,120.0,0.0
0.0,1.0,21.0,79.0,0.0
0.0,2.0,8.0,121.0,0.0
0.0,5.0,3.0,85.0,1.0
1.0,4.0,25.0,119.17,1.0
0.0,0.0,20.0,90.0,0.0
0.0,2.0,28.0,127.8,1.0
0.0,2.0,12.0,107.0,1.0
0.0,3.0,1.0,116.1,1.0
0.0,2.0,5.0,108.0,0.0
1.0,6.0,25.0,93.67,1.0
0.0,3.0,5.0,81.76,0.0
1.0,2.0,19.0,134.1,0.0
0.0,6.0,15.0,149.4,1.0
0.0,3.0,25.0,90.0,0.0
0.0,3.0,30.0,119.85,0.0
0.0,3.0,2.0,55.0,0.0
0.0,1.0,9.0,116.1,1.0
0.0,2.0,16.0,101.5,1.0
0.0,0.0,18.0,101.0,0.0
0.0,1.0,15.0,160.0,0.0
0.0,1.0,11.0,90.0,0.0
0.0,4.0,13.0,143.18,0.0
0.0,3.0,22.0,37.33,0.0
0.0,2.0,19.0,115.0,1.0
1.0,1.0,31.0,113.8,0.0
0.0,2.0,9.0,183.15,0.0
0.0,3.0,29.0,132.33,0.0
0.0,2.0,18.0,112.5,1.0
0.0,3.0,28.0,72.25,0.0
0.0,4.0,9.0,70.0,0.0
0.0,0.0,17.0,110.0,1.0
0.0,3.0,28.0,102.3,1.0
0.0,2.0,28.0,96.3,1.0
0.0,2.0,20.0,73.0,0.0
0.0,2.0,7.0,66.53,0.0
0.0,2.0,25.0,95.25,0.0
1.0,5.0,28.0,135.9,0.0
0.0,1.0,10.0,97.33,0.0
0.0,4.0,16.0,106.0,1.0
1.0,1.0,5.0,134.1,0.0
0.0,0.0,15.0,65.0,1.0
0.0,5.0,18.0,121.37,1.0
0.0,1.0,14.0,115.8,1.0
0.0,2.0,1.0,101.5,1.0
0.0,1.0,14.0,67.5,1.0
0.0,4.0,14.0,138.2,0.0
0.0,1.0,11.0,72.42,0.0
0.0,2.0,1.0,101.5,1.0
0.0,1.0,1.0,67.0,0.0
0.0,2.0,25.0,80.42,0.0
0.0,0.0,27.0,65.0,0.0
0.0,1.0,10.0,70.0,1.0
0.0,3.0,7.0,103.5,1.0
0.0,1.0,19.0,87.2,1.0
0.0,3.0,5.0,80.75,0.0
2.0,1.0,2.0,88.77,0.0
0.0,2.0,30.0,65.0,1.0
0.0,2.0,2.0,100.0,0.0
0.0,2.0,10.0,90.67,0.0
0.0,3.0,21.0,72.25,0.0
0.0,1.0,20.0,98.0,0.0
0.0,8.0,7.0,62.37,0.0
0.0,1.0,6.0,125.0,0.0
0.0,4.0,6.0,97.75,1.0
0.0,3.0,9.0,58.0,0.0
0.0,4.0,2.0,93.5,1.0
0.0,0.0,20.0,129.0,0.0
0.0,3.0,14.0,52.0,0.0
0.0,3.0,8.0,72.75,0.0
0.0,5.0,11.0,81.9,0.0
0.0,1.0,26.0,95.0,0.0
0.0,2.0,10.0,153.0,1.0
0.0,2.0,26.0,122.4,0.0
0.0,0.0,7.0,79.0,1.0
0.0,2.0,16.0,61.0,0.0
0.0,3.0,31.0,104.4,0.0
0.0,3.0,27.0,78.77,0.0
0.0,2.0,6.0,105.0,0.0
0.0,3.0,19.0,71.0,0.0
0.0,2.0,2.0,97.2,0.0
0.0,1.0,24.0,121.5,1.0
0.0,2.0,9.0,90.0,1.0
0.0,1.0,11.0,65.0,0.0
0.0,1.0,24.0,129.0,0.0
0.0,2.0,3.0,72.25,1.0
1.0,2.0,17.0,112.5,1.0
0.0,2.0,2.0,91.5,0.0
0.0,1.0,31.0,65.0,0.0
0.0,5.0,8.0,72.25,0.0
0.0,2.0,25.0,118.8,0.0
0.0,1.0,30.0,131.4,0.0
0.0,3.0,12.0,110.0,1.0
0.0,1.0,10.0,86.0,0.0
0.0,1.0,11.0,80.0,0.0
0.0,3.0,13.0,124.2,0.0
0.0,3.0,10.0,121.5,1.0
0.0,2.0,10.0,90.67,0.0
0.0,2.0,18.0,107.0,0.0
0.0,3.0,2.0,109.0,0.0
2.0,1.0,25.0,91.6,0.0
0.0,3.0,29.0,72.25,0.0
0.0,1.0,11.0,88.0,0.0
0.0,6.0,1.0,79.5,0.0
2.0,3.0,9.0,77.5,0.0
0.0,3.0,7.0,149.0,0.0
2.0,5.0,26.0,163.34,1.0
0.0,1.0,18.0,65.0,0.0
0.0,3.0,24.0,67.5,1.0
0.0,1.0,21.0,129.0,0.0
0.0,2.0,18.0,90.0,1.0
0.0,1.0,23.0,78.52,0.0
0.0,2.0,25.0,135.9,0.0
0.0,3.0,21.0,90.95,0.0
0.0,3.0,18.0,70.5,0.0
0.0,1.0,28.0,61.0,1.0
0.0,2.0,9.0,75.0,0.0
0.0,2.0,14.0,111.0,0.0
0.0,0.0,11.0,139.0,0.0
1.0,1.0,29.0,152.1,0.0
0.0,2.0,14.0,101.5,0.0
0.0,1.0,12.0,141.0,0.0
0.0,2.0,20.0,120.0,1.0
0.0,2.0,19.0,168.3,0.0
0.0,2.0,17.0,137.7,0.0
0.0,3.0,24.0,138.06,1.0
0.0,4.0,21.0,160.6,0.0
0.0,2.0,3.0,159.3,0.0
0.0,0.0,30.0,61.68,1.0
1.0,5.0,30.0,135.0,0.0
0.0,3.0,8.0,97.75,1.0
0.0,2.0,4.0,73.1,0.0
0.0,1.0,6.0,101.0,0.0
0.0,1.0,17.0,67.0,0.0
0.0,0.0,19.0,115.2,1.0
0.0,4.0,11.0,92.17,0.0
0.0,1.0,27.0,128.7,1.0
0.0,2.0,26.0,75.0,1.0
1.0,3.0,11.0,111.0,0.0
0.0,0.0,15.0,79.0,0.0
0.0,5.0,27.0,70.0,0.0
0.0,0.0,1.0,121.0,0.0
1.0,1.0,1.0,169.0,1.0
0.0,2.0,4.0,127.8,0.0
0.0,4.0,27.0,103.7,1.0
0.0,2.0,3.0,126.9,0.0
0.0,2.0,25.0,81.2,0.0
2.0,3.0,15.0,207.9,0.0
0.0,1.0,17.0,109.55,0.0
0.0,1.0,30.0,92.4,0.0
0.0,0.0,4.0,99.0,1.0
0.0,2.0,24.0,110.0,1.0
0.0,1.0,28.0,68.68,0.0
0.0,3.0,19.0,75.6,1.0
1.0,1.0,23.0,104.96,0.0
0.0,1.0,3.0,104.0,0.0
2.0,4.0,21.0,166.5,0.0
0.0,2.0,27.0,115.2,1.0
0.0,1.0,8.0,120.0,0.0
0.0,4.0,30.0,82.45,1.0
0.0,3.0,24.0,63.58,0.0
0.0,2.0,22.0,80.75,1.0
0.0,1.0,5.0,87.3,1.0
2.0,2.0,4.0,112.01,1.0
1.0,4.0,26.0,149.0,1.0
0.0,5.0,9.0,90.95,1.0
0.0,3.0,23.0,88.0,1.0
0.0,2.0,19.0,183.6,1.0
0.0,3.0,27.0,125.1,0.0
0.0,4.0,21.0,102.72,1.0
0.0,2.0,1.0,118.8,0.0
0.0,3.0,10.0,134.45,0.0
0.0,1.0,30.0,112.2,0.0
0.0,7.0,7.0,95.98,0.0
0.0,1.0,1.0,150.0,0.0
0.0,2.0,30.0,108.0,0.0
0.0,2.0,20.0,100.0,1.0
0.0,1.0,31.0,150.67,0.0
0.0,2.0,22.0,71.0,0.0
0.0,1.0,1.0,115.2,1.0
0.0,1.0,21.0,98.0,0.0
0.0,1.0,6.0,77.0,0.0
0.0,2.0,23.0,93.0,0.0
0.0,1.0,21.0,94.5,1.0
0.0,3.0,29.0,95.7,0.0
0.0,3.0,20.0,79.05,0.0
0.0,1.0,18.0,95.63,1.0
0.0,2.0,4.0,94.6,0.0
0.0,0.0,21.0,91.0,1.0
0.0,1.0,29.0,94.5,0.0
0.0,4.0,7.0,90.0,1.0
0.0,2.0,20.0,140.0,0.0
0.0,2.0,2.0,102.7,0.0
0.0,1.0,23.0,91.0,0.0
0.0,5.0,14.0,169.0,0.0
0.0,3.0,22.0,112.03,0.0
0.0,2.0,9.0,169.33,0.0
0.0,1.0,10.0,104.0,0.0
0.0,1.0,1.0,72.5,0.0
0.0,1.0,1.0,81.0,0.0
1.0,4.0,23.0,64.8,0.0
0.0,2.0,1.0,187.0,0.0
0.0,2.0,14.0,115.0,1.0
0.0,3.0,14.0,105.3,1.0
0.0,2.0,28.0,133.0,0.0
0.0,2.0,19.0,71.0,0.0
0.0,5.0,27.0,192.0,0.0
0.0,2.0,23.0,72.2,0.0
0.0,3.0,5.0,74.8,0.0
0.0,1.0,25.0,111.35,0.0
1.0,4.0,3.0,123.75,0.0
0.0,1.0,19.0,87.78,0.0
0.0,2.0,4.0,77.0,0.0
0.0,3.0,4.0,60.0,0.0
0.0,1.0,25.0,59.0,0.0
0.0,1.0,3.0,87.0,0.0
0.0,3.0,3.0,139.0,0.0
0.0,3.0,12.0,110.0,1.0
0.0,2.0,28.0,168.3,0.0
0.0,3.0,24.0,99.3,0.0
0.0,1.0,9.0,75.0,0.0
0.0,0.0,24.0,119.0,0.0
0.0,2.0,29.0,106.65,0.0
0.0,2.0,11.0,120.0,1.0
0.0,2.0,18.0,87.0,0.0
0.0,2.0,3.0,108.0,1.0
0.0,9.0,17.0,76.5,0.0
0.0,2.0,16.0,94.5,0.0
0.0,1.0,3.0,96.0,0.0
0.0,5.0,23.0,149.4,0.0
0.0,3.0,2.0,99.45,0.0
0.0,1.0,24.0,137.0,0.0
0.0,1.0,14.0,103.0,0.0
0.0,1.0,4.0,140.0,0.0
0.0,1.0,7.0,103.5,1.0
0.0,3.0,8.0,68.0,0.0
0.0,2.0,2.0,100.0,0.0
0.0,1.0,29.0,96.3,1.0
1.0,5.0,28.0,106.25,0.0
0.0,3.0,2.0,126.65,1.0
1.0,1.0,30.0,145.8,1.0
0.0,1.0,26.0,111.67,0.0
0.0,3.0,7.0,130.0,1.0
0.0,4.0,29.0,81.25,0.0
0.0,3.0,18.0,120.6,0.0
1.0,2.0,3.0,121.5,1.0
2.0,5.0,1.0,165.0,1.0
0.0,3.0,5.0,60.0,0.0
0.0,3.0,5.0,144.0,0.0
0.0,3.0,30.0,115.6,1.0
0.0,1.0,8.0,98.94,0.0
0.0,1.0,20.0,95.0,0.0
0.0,2.0,11.0,97.5,1.0
0.0,1.0,15.0,94.5,0.0
0.0,4.0,14.0,75.0,0.0
0.0,2.0,19.0,133.0,0.0
0.0,3.0,20.0,132.3,1.0
0.0,2.0,16.0,101.5,1.0
0.0,1.0,21.0,65.0,0.0
0.0,3.0,24.0,75.65,0.0
0.0,1.0,27.0,95.0,0.0
0.0,2.0,14.0,101.5,0.0
0.0,0.0,16.0,104.0,0.0
0.0,2.0,15.0,81.9,0.0
0.0,1.0,6.0,115.0,1.0
0.0,2.0,15.0,85.0,0.0
0.0,5.0,4.0,131.0,1.0
0.0,2.0,30.0,122.48,0.0
0.0,1.0,25.0,98.1,1.0
0.0,3.0,2.0,91.38,0.0
0.0,1.0,28.0,60.0,1.0
0.0,3.0,29.0,131.35,0.0
0.0,2.0,14.0,101.5,0.0
0.0,3.0,1.0,110.0,1.0
0.0,4.0,5.0,89.0,1.0
0.0,1.0,28.0,61.0,1.0
0.0,0.0,6.0,118.1,0.0
0.0,2.0,30.0,209.5,0.0
0.0,1.0,17.0,82.12,1.0
0.0,2.0,12.0,168.3,1.0
0.0,2.0,7.0,90.0,0.0
0.0,3.0,13.0,105.0,0.0
0.0,2.0,15.0,85.0,0.0
0.0,0.0,4.0,91.0,0.0
0.0,2.0,2.0,65.0,0.0
0.0,3.0,31.0,96.3,1.0
0.0,2.0,7.0,210.0,0.0
0.0,5.0,13.0,183.6,0.0
0.0,5.0,15.0,97.4,0.0
2.0,1.0,12.0,127.0,0.0
0.0,0.0,30.0,105.0,1.0
0.0,2.0,5.0,81.9,1.0
1.0,3.0,29.0,128.56,1.0
0.0,3.0,7.0,125.2,1.0
0.0,2.0,24.0,95.0,0.0
0.0,4.0,26.0,119.0,1.0
0.0,5.0,13.0,126.9,1.0
0.0,3.0,8.0,91.0,0.0
0.0,1.0,19.0,65.0,0.0
0.0,2.0,8.0,96.3,0.0
0.0,2.0,1.0,75.65,0.0
0.0,17.0,19.0,170.0,1.0
2.0,1.0,27.0,97.54,0.0
1.0,1.0,21.0,128.0,0.0
0.0,5.0,27.0,74.61,0.0
0.0,3.0,2.0,104.76,1.0
0.0,3.0,3.0,131.75,0.0
0.0,3.0,25.0,83.16,0.0
0.0,3.0,3.0,89.0,1.0
0.0,1.0,3.0,130.0,0.0
0.0,3.0,10.0,98.0,0.0
0.0,2.0,23.0,95.2,1.0
0.0,1.0,19.0,65.0,0.0
0.0,3.0,13.0,105.0,0.0
0.0,1.0,26.0,148.0,0.0
0.0,2.0,18.0,109.0,0.0
0.0,2.0,13.0,115.0,1.0
0.0,3.0,22.0,92.25,1.0
0.0,3.0,4.0,140.7,1.0
0.0,0.0,16.0,71.2,0.0
0.0,3.0,29.0,70.0,0.0
0.0,1.0,17.0,149.0,0.0
0.0,1.0,19.0,80.0,0.0
0.0,0.0,24.0,95.0,1.0
0.0,2.0,30.0,148.0,0.0
1.0,1.0,21.0,143.1,0.0
0.0,2.0,22.0,96.3,0.0
0.0,2.0,30.0,88.76,0.0
1.0,3.0,29.0,143.28,1.0
0.0,2.0,13.0,95.0,1.0
1.0,2.0,26.0,60.0,0.0
0.0,4.0,3.0,170.1,1.0
0.0,2.0,21.0,129.0,0.0
0.0,0.0,17.0,89.0,0.0
0.0,1.0,29.0,80.1,0.0
0.0,2.0,27.0,96.3,0.0
0.0,1.0,2.0,118.8,0.0
1.0,3.0,27.0,90.53,0.0
0.0,2.0,22.0,104.0,0.0
0.0,2.0,8.0,97.0,0.0
0.0,2.0,13.0,99.45,0.0
0.0,0.0,12.0,65.0,0.0
0.0,2.0,15.0,130.0,1.0
1.0,5.0,9.0,101.49,0.0
0.0,4.0,29.0,86.28,1.0
0.0,1.0,26.0,80.1,0.0
0.0,4.0,5.0,90.0,1.0
0.0,1.0,20.0,83.9,0.0
0.0,2.0,15.0,65.8,0.0
0.0,2.0,22.0,89.0,1.0
0.0,1.0,22.0,107.0,0.0
0.0,1.0,14.0,111.0,0.0
0.0,3.0,22.0,71.3,0.0
0.0,3.0,27.0,85.5,0.0
0.0,2.0,2.0,71.74,0.0
1.0,1.0,10.0,80.0,0.0
0.0,5.0,27.0,104.1,1.0
0.0,0.0,23.0,115.0,1.0
0.0,4.0,28.0,102.85,0.0
0.0,2.0,13.0,140.4,1.0
0.0,2.0,25.0,201.95,1.0
0.0,4.0,12.0,120.0,1.0
0.0,3.0,28.0,85.5,0.0
0.0,3.0,16.0,116.1,0.0
0.0,1.0,14.0,109.0,0.0
1.0,3.0,18.0,124.5,1.0
0.0,2.0,16.0,89.25,0.0
0.0,4.0,21.0,82.88,0.0
0.0,2.0,19.0,80.0,0.0
1.0,1.0,15.0,121.5,1.0
0.0,1.0,28.0,79.0,0.0
0.0,1.0,6.0,81.0,0.0
0.0,4.0,12.0,80.75,0.0
0.0,3.0,20.0,151.2,0.0
0.0,3.0,14.0,120.0,0.0
0.0,1.0,9.0,105.0,0.0
0.0,2.0,21.0,139.0,0.0
0.0,4.0,17.0,55.24,0.0
0.0,1.0,7.0,98.0,0.0
0.0,2.0,15.0,149.0,0.0
0.0,1.0,9.0,88.8,0.0
0.0,2.0,30.0,112.42,1.0
0.0,3.0,29.0,93.09,1.0
0.0,1.0,18.0,74.0,0.0
0.0,5.0,27.0,58.36,1.0
0.0,2.0,15.0,130.0,1.0
0.0,2.0,24.0,87.5,0.0
0.0,1.0,26.0,98.8,0.0
0.0,2.0,2.0,140.0,0.0
0.0,3.0,7.0,99.3,1.0
0.0,2.0,21.0,139.0,1.0
0.0,4.0,18.0,141.3,1.0
0.0,3.0,27.0,122.31,1.0
0.0,2.0,5.0,72.25,0.0
0.0,3.0,1.0,75.0,0.0
0.0,1.0,25.0,540.0,1.0
0.0,2.0,20.0,137.0,0.0
0.0,2.0,20.0,96.0,0.0
0.0,3.0,8.0,98.0,0.0
0.0,1.0,19.0,136.0,0.0
0.0,4.0,15.0,128.85,0.0
0.0,1.0,22.0,166.5,1.0
0.0,2.0,11.0,9.0,0.0
0.0,0.0,4.0,104.0,0.0
0.0,3.0,16.0,106.25,0.0
0.0,2.0,6.0,146.03,0.0
0.0,3.0,8.0,144.0,0.0
0.0,3.0,10.0,141.0,1.0
0.0,2.0,16.0,126.0,0.0
0.0,1.0,30.0,115.0,1.0
0.0,0.0,23.0,67.0,0.0
0.0,1.0,28.0,131.4,0.0
0.0,2.0,21.0,96.3,0.0
0.0,11.0,29.0,76.22,1.0
0.0,2.0,13.0,63.75,0.0
0.0,2.0,29.0,89.32,0.0
0.0,3.0,22.0,75.0,0.0
0.0,2.0,1.0,103.05,0.0
0.0,2.0,27.0,89.89,0.0
0.0,3.0,8.0,126.9,0.0
0.0,1.0,29.0,99.0,0.0
0.0,2.0,24.0,95.0,0.0
0.0,1.0,4.0,80.0,1.0
0.0,2.0,13.0,65.96,0.0
0.0,1.0,23.0,90.0,0.0
0.0,2.0,2.0,157.14,1.0
0.0,2.0,5.0,86.0,0.0
0.0,2.0,5.0,145.0,1.0
0.0,5.0,14.0,132.3,1.0
0.0,3.0,12.0,100.0,0.0
0.0,1.0,16.0,105.3,1.0
1.0,2.0,4.0,97.1,0.0
0.0,1.0,25.0,94.5,0.0
0.0,5.0,12.0,151.0,0.0
0.0,9.0,15.0,92.31,1.0
0.0,0.0,23.0,115.0,1.0
0.0,4.0,20.0,80.0,0.0
2.0,1.0,29.0,156.0,0.0
0.0,2.0,11.0,59.91,0.0
0.0,3.0,4.0,60.0,0.0
0.0,2.0,3.0,160.0,0.0
0.0,5.0,17.0,85.5,0.0
0.0,2.0,29.0,96.3,1.0
0.0,1.0,1.0,137.67,1.0
0.0,4.0,27.0,99.45,1.0
0.0,2.0,10.0,120.0,0.0
0.0,0.0,4.0,66.0,0.0
2.0,3.0,27.0,254.0,1.0
0.0,4.0,29.0,97.5,1.0
0.0,3.0,17.0,97.0,0.0
0.0,1.0,24.0,72.9,0.0
0.0,5.0,14.0,126.9,0.0
0.0,3.0,20.0,145.0,0.0
0.0,2.0,24.0,113.7,1.0
0.0,1.0,13.0,79.0,0.0
0.0,2.0,9.0,99.88,0.0
0.0,4.0,28.0,140.0,0.0
0.0,3.0,27.0,90.95,0.0
0.0,3.0,8.0,88.0,0.0
0.0,1.0,5.0,55.0,0.0
0.0,3.0,18.0,85.0,0.0
0.0,3.0,25.0,88.0,1.0
0.0,2.0,19.0,115.68,0.0
0.0,4.0,29.0,110.43,0.0
0.0,0.0,22.0,119.0,0.0
0.0,4.0,18.0,126.65,1.0
0.0,3.0,2.0,95.47,0.0
0.0,3.0,5.0,114.3,1.0
0.0,2.0,30.0,121.0,0.0
0.0,0.0,21.0,159.3,0.0
0.0,3.0,21.0,89.0,0.0
0.0,1.0,18.0,124.0,0.0
0.0,1.0,30.0,109.0,1.0
0.0,3.0,27.0,75.0,0.0
0.0,3.0,17.0,99.0,1.0
1.0,2.0,6.0,152.1,1.0
0.0,2.0,1.0,56.0,0.0
0.0,1.0,6.0,115.0,1.0
0.0,3.0,28.0,91.45,0.0
2.0,0.0,9.0,153.0,0.0
0.0,1.0,5.0,90.6,0.0
0.0,1.0,20.0,121.5,1.0
0.0,3.0,22.0,104.88,0.0
0.0,3.0,1.0,110.0,1.0
0.0,1.0,25.0,65.0,0.0
0.0,2.0,9.0,95.4,1.0
0.0,4.0,7.0,168.3,0.0
0.0,1.0,16.0,89.0,0.0
0.0,1.0,21.0,110.0,0.0
0.0,1.0,17.0,67.5,0.0
0.0,1.0,11.0,85.5,0.0
0.0,3.0,24.0,104.22,0.0
0.0,4.0,31.0,146.11,1.0
0.0,1.0,11.0,90.0,0.0
0.0,4.0,7.0,96.9,0.0
0.0,1.0,15.0,88.0,0.0
0.0,1.0,28.0,60.0,1.0
0.0,3.0,3.0,109.31,1.0
2.0,2.0,13.0,216.0,1.0
0.0,1.0,27.0,65.0,0.0
0.0,2.0,7.0,75.08,0.0
0.0,3.0,26.0,132.6,0.0
0.0,2.0,9.0,108.72,0.0
0.0,2.0,17.0,109.65,0.0
0.0,1.0,13.0,85.0,0.0
0.0,2.0,12.0,90.0,0.0
0.0,3.0,1.0,141.9,0.0
0.0,3.0,7.0,80.75,0.0
0.0,2.0,27.0,128.7,1.0
0.0,3.0,14.0,149.4,1.0
0.0,3.0,7.0,130.0,1.0
0.0,1.0,22.0,138.5,0.0
0.0,2.0,24.0,95.0,0.0
0.0,1.0,18.0,79.0,0.0
0.0,4.0,28.0,80.75,0.0
0.0,0.0,4.0,96.3,0.0
0.0,4.0,16.0,75.0,0.0
0.0,2.0,3.0,111.75,0.0
0.0,0.0,7.0,93.0,0.0
0.0,5.0,7.0,143.0,1.0
0.0,1.0,7.0,101.0,1.0
0.0,3.0,16.0,65.0,0.0
0.0,2.0,10.0,108.57,1.0
0.0,1.0,9.0,85.0,0.0
0.0,2.0,10.0,82.9,0.0
0.0,2.0,25.0,85.5,0.0
0.0,1.0,19.0,112.5,1.0
0.0,3.0,28.0,118.0,1.0
0.0,5.0,5.0,89.14,0.0
0.0,1.0,22.0,153.0,1.0
0.0,1.0,26.0,81.0,0.0
0.0,1.0,18.0,108.0,0.0
0.0,2.0,28.0,72.0,1.0
0.0,0.0,12.0,65.0,0.0
0.0,0.0,26.0,94.35,0.0
2.0,2.0,8.0,108.0,0.0
0.0,2.0,21.0,90.0,0.0
0.0,3.0,23.0,90.0,0.0
2.0,2.0,12.0,85.03,0.0
0.0,3.0,21.0,99.45,0.0
0.0,2.0,24.0,120.0,0.0
1.0,3.0,20.0,111.65,0.0
0.0,3.0,1.0,129.6,1.0
0.0,2.0,9.0,67.5,1.0
0.0,1.0,23.0,86.4,0.0
0.0,5.0,28.0,127.62,1.0
0.0,3.0,12.0,65.0,0.0
0.0,2.0,16.0,191.73,0.0
0.0,0.0,24.0,95.0,1.0
0.0,3.0,26.0,107.1,0.0
0.0,2.0,24.0,94.5,1.0
0.0,2.0,17.0,70.0,0.0
0.0,3.0,15.0,65.0,1.0
0.0,2.0,15.0,96.3,0.0
0.0,1.0,27.0,65.0,0.0
0.0,3.0,14.0,95.0,0.0
0.0,2.0,30.0,96.9,0.0
0.0,2.0,28.0,110.0,0.0
0.0,2.0,12.0,112.5,0.0
0.0,2.0,18.0,101.5,0.0
0.0,5.0,16.0,71.4,0.0
0.0,3.0,17.0,128.7,1.0
0.0,3.0,15.0,91.0,0.0
1.0,0.0,29.0,153.5,0.0
0.0,2.0,11.0,144.0,0.0
0.0,2.0,20.0,73.0,0.0
0.0,2.0,15.0,114.0,0.0
0.0,1.0,31.0,121.0,0.0
1.0,0.0,22.0,173.5,0.0
0.0,4.0,25.0,174.0,1.0
0.0,4.0,6.0,110.0,1.0
0.0,1.0,8.0,120.0,0.0
0.0,2.0,6.0,126.9,0.0
0.0,1.0,9.0,132.3,1.0
0.0,2.0,16.0,106.0,0.0
0.0,2.0,10.0,95.0,0.0
0.0,2.0,27.0,154.0,1.0
0.0,2.0,4.0,77.5,0.0
0.0,2.0,15.0,130.0,1.0
0.0,1.0,1.0,105.0,0.0
0.0,1.0,21.0,67.0,0.0
0.0,5.0,5.0,43.43,0.0
0.0,4.0,29.0,151.0,0.0
0.0,2.0,11.0,109.0,0.0
0.0,3.0,5.0,65.0,0.0
1.0,2.0,25.0,113.78,1.0
0.0,1.0,19.0,65.0,0.0
0.0,2.0,26.0,80.0,0.0
0.0,1.0,19.0,126.9,0.0
0.0,5.0,7.0,124.71,0.0
0.0,2.0,22.0,90.0,0.0
0.0,1.0,8.0,91.2,0.0
0.0,3.0,12.0,72.25,0.0
0.0,2.0,2.0,74.8,1.0
1.0,1.0,14.0,117.79,0.0
0.0,1.0,11.0,75.0,0.0
0.0,3.0,19.0,153.18,0.0
0.0,2.0,24.0,132.6,0.0
0.0,1.0,2.0,95.0,0.0
0.0,0.0,24.0,95.0,1.0
0.0,2.0,14.0,109.0,0.0
0.0,2.0,6.0,116.1,0.0
0.0,1.0,12.0,168.3,1.0
0.0,3.0,6.0,90.0,0.0
0.0,2.0,1.0,71.6,0.0
0.0,5.0,22.0,68.8,0.0
0.0,2.0,31.0,103.69,1.0
0.0,2.0,13.0,78.3,1.0
0.0,2.0,11.0,65.0,0.0
0.0,1.0,6.0,140.6,0.0
0.0,2.0,27.0,65.0,0.0
0.0,2.0,9.0,110.7,0.0
0.0,3.0,12.0,72.25,0.0
0.0,2.0,4.0,65.0,0.0
0.0,2.0,6.0,62.86,0.0
0.0,0.0,14.0,62.37,0.0
1.0,1.0,10.0,92.75,0.0
0.0,2.0,16.0,98.32,0.0
0.0,2.0,30.0,121.0,0.0
0.0,1.0,19.0,98.1,1.0
1.0,2.0,26.0,121.5,0.0
0.0,5.0,3.0,112.2,1.0
0.0,2.0,10.0,144.9,1.0
0.0,10.0,14.0,75.82,1.0
0.0,1.0,5.0,80.1,0.0
0.0,0.0,17.0,110.0,1.0
0.0,1.0,2.0,100.0,0.0
0.0,3.0,30.0,68.0,0.0
0.0,2.0,5.0,105.0,0.0
0.0,2.0,17.0,108.0,1.0
0.0,2.0,7.0,133.98,0.0
0.0,2.0,7.0,76.5,1.0
0.0,2.0,23.0,70.84,0.0
0.0,1.0,15.0,127.8,0.0
0.0,1.0,15.0,65.0,0.0
0.0,3.0,17.0,108.0,0.0
0.0,3.0,19.0,80.0,0.0
1.0,1.0,23.0,161.1,0.0
0.0,2.0,20.0,150.3,1.0
0.0,3.0,4.0,137.7,1.0
1.0,2.0,30.0,199.82,0.0
